Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value,Beta,Select,,analysis_id
Median T2star in accumbens (left),25038,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,16739,,0.873931697030256,-0.00612803317328223,,,continuous-25038-both_sexes--irnt
Weighted-mean ISOVF in tract parahippocampal part of cingulum (right),25711,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.874610720738396,-0.00600026174196002,,,continuous-25711-both_sexes--irnt
Z25.1 Lip,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.874839623087302,0.0580418006746112,,,categorical-41210-both_sexes-Z251-
Mean L1 in inferior cerebellar peduncle on FA skeleton (right),25210,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.874981784841812,0.00599857964057249,,,continuous-25210-both_sexes--irnt
Knee surgery (not replacement),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,13099,381684,0.875015291209365,0.00684196739454822,,,categorical-20004-both_sexes-1496-
P23.1 Anterior and posterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1808,211805,0.875204022183838,-0.0187865335243061,,,categorical-41200-both_sexes-P231-
Breast surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1336,212252,0.875430085850952,0.0218429064831516,,,categorical-20004-both_sexes-1365-
Weighted-mean L2 in tract superior thalamic radiation (left),25619,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.87561630131313,0.00600812680569317,,,continuous-25619-both_sexes--irnt
B34.2 Excision of mammary duct NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,268,213345,0.875704490278026,0.0486684765819926,,,categorical-41200-both_sexes-B342-
F03 Unspecified dementia,130842,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1091,393750,0.875968990130265,0.0241741278317573,,,icd_first_occurrence-130842-both_sexes--
Septicaemia / sepsis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,234,394549,0.876311987655281,-0.0514131587512129,,,categorical-20002-both_sexes-1657-
Allergy or anaphylactic reaction to food,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1746,393037,0.876496223413324,0.0180639014161947,,,categorical-20002-both_sexes-1385-
Mean L2 in superior corona radiata on FA skeleton (left),25273,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.876611847241513,0.00609899963191333,,,continuous-25273-both_sexes--irnt
Levocetirizine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,238,394545,0.876877765850162,-0.0510584314400233,,,categorical-20003-both_sexes-1141184748-
Mean ICVF in fornix on FA skeleton,25349,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.877114432289295,-0.0059942132549108,,,continuous-25349-both_sexes--irnt
Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),25609,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.877354074660034,-0.0058228681385234,,,continuous-25609-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,789,127139,0.878339745822404,0.0277040036734351,,,categorical-20544-both_sexes-7-
"Q67 Congenital musculoskeletal deformities of head, face, spine and chest",132544,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,224,394617,0.878479039302595,-0.0533003418277587,,,icd_first_occurrence-132544-both_sexes--
Allergy to house dust mite,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,213,394570,0.878496702162453,0.0528578283690303,,,categorical-20002-both_sexes-1668-
Mean ICVF in anterior limb of internal capsule on FA skeleton (right),25360,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.878723974282124,-0.00579073700093312,,,continuous-25360-both_sexes--irnt
Volume of grey matter in Superior Parietal Lobule (right),25817,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.8789602824212,0.00556070430861327,,,continuous-25817-both_sexes--irnt
C90.3 Subtenons anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2089,392752,0.879236705048999,-0.0167925207686196,,,categorical-41210-both_sexes-C903-
Z28.5 Descending colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,9738,385103,0.87941537183496,0.00784181150652744,,,categorical-41210-both_sexes-Z285-
Weighted-mean MD in tract cingulate gyrus part of cingulum (left),25519,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.879416229097773,0.00597373241183098,,,continuous-25519-both_sexes--irnt
W32.2 Allograft of bone NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,244,394597,0.879553035016461,0.0493708099576212,,,categorical-41210-both_sexes-W322-
Mean FA in retrolenticular part of internal capsule on FA skeleton (right),25076,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.879647475441539,0.00599182287410064,,,continuous-25076-both_sexes--irnt
M45.5 Diagnostic endoscopic examination of bladder using rigid cystoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,489,394352,0.87979863242249,0.0346853063504623,,,categorical-41210-both_sexes-M455-
U20.1 Transthoracic echocardiography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4515,390326,0.879961560984141,-0.0114021250432624,,,categorical-41210-both_sexes-U201-
H02 Other disorders of eyelid,131132,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,9092,385749,0.880054882604437,0.00809460149198362,,,icd_first_occurrence-131132-both_sexes--
S15.2 Biopsy of lesion of skin NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,287,394554,0.880234038966899,-0.0452031332674909,,,categorical-41210-both_sexes-S152-
A52.8 Other specified therapeutic epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,438,394403,0.880618837740939,0.0364687594141091,,,categorical-41200-both_sexes-A528-
Weighted-mean MD in tract superior thalamic radiation (right),25539,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.880823252182204,0.00545062046702026,,,continuous-25539-both_sexes--irnt
Mesalazine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,544,394239,0.880826064420169,0.0328029716950427,,,categorical-20003-both_sexes-1140865578-
WCadjBMI male custom,WCadjBMI_male_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,180557,,0.881533867944556,0.0019061867905405,,,continuous-WCadjBMI_male_custom-males--custom
Volume of grey matter in Superior Frontal Gyrus (right),25787,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.88260930409951,0.00524624863755756,,,continuous-25787-both_sexes--irnt
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),25365,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.882746380646274,-0.0058735733579781,,,continuous-25365-both_sexes--irnt
Mean MO in uncinate fasciculus on FA skeleton (right),25196,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.883101518023925,0.00574582539701896,,,continuous-25196-both_sexes--irnt
Cardiomyopathy,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,322,394461,0.883365347729436,0.0418550518646088,,,categorical-20002-both_sexes-1079-
M14 Arthropathies in other diseases classified elsewhere,131866,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,165,394676,0.883533025483616,-0.0590674947123631,,,icd_first_occurrence-131866-both_sexes--
Q76 Congenital malformations of spine and bony thorax,132562,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,582,394259,0.883585255315174,-0.0310634505569168,,,icd_first_occurrence-132562-both_sexes--
F32.4 Operations on uvula NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,160,394681,0.883939141324706,0.0505354807209372,,,categorical-41200-both_sexes-F324-
appendicularFFMI custom,appendicularFFMI_custom,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387704,,0.88401570230973,-0.000842928680146833,,,continuous-appendicularFFMI_custom-both_sexes--custom
J32 Chronic sinusitis,131468,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,10141,384700,0.884074320628317,-0.00741758586537531,,,icd_first_occurrence-131468-both_sexes--
"J15 Bacterial pneumonia, not elsewhere classified",131450,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,763,394078,0.884139238086368,-0.0266092351168616,,,icd_first_occurrence-131450-both_sexes--
Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),25635,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.884242621962304,-0.00554178273106621,,,continuous-25635-both_sexes--irnt
Z29.8 Specified part of bowel NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,444,394397,0.88424999052522,-0.0376194393568011,,,categorical-41210-both_sexes-Z298-
Ovarian cyst removal/surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4653,208935,0.884283007317823,0.0108786220973642,,,categorical-20004-both_sexes-1506-
Q08.9 Unspecified vaginal excision of uterus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2855,210758,0.884561935724933,0.0138055881201106,,,categorical-41210-both_sexes-Q089-
G82 Paraplegia and tetraplegia,131104,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,386,394455,0.884673556990595,0.0374402835145164,,,icd_first_occurrence-131104-both_sexes--
"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",25802,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,18188,,0.885096336402132,-0.00504087582471706,,,continuous-25802-both_sexes--irnt
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,20324,374517,0.885639709880831,-0.0113810523350181,,,categorical-41200-both_sexes-H259-
T41.3 Freeing of adhesions of peritoneum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,553,394288,0.885703816931937,0.0305237742166789,,,categorical-41200-both_sexes-T413-
Weighted-mean L2 in tract uncinate fasciculus (right),25622,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.885897426386781,0.00543887203554889,,,continuous-25622-both_sexes--irnt
K62.2 Percutaneous transluminal ablation of atrial wall for atrial flutter,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,261,394580,0.886022850157671,-0.0448452700384144,,,categorical-41200-both_sexes-K622-
Weighted-mean MO in tract anterior thalamic radiation (right),25545,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.886024878480343,-0.00565260053439331,,,continuous-25545-both_sexes--irnt
X72.9 Unspecified delivery of chemotherapy for neoplasm,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,800,394041,0.886674669047271,0.0257279959812157,,,categorical-41210-both_sexes-X729-
B17 Other acute viral hepatitis,130198,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,186,394655,0.887373832904884,0.0519315187308151,,,icd_first_occurrence-130198-both_sexes--
Z28.4 Transverse colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7877,386964,0.887413634709607,0.00814464679780591,,,categorical-41210-both_sexes-Z284-
Prostate biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,265,180930,0.88764458503731,-0.0427057690458408,,,categorical-20004-both_sexes-1617-
Other abdominal problem,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,470,394313,0.888130301831969,-0.0329279506970699,,,categorical-20002-both_sexes-1137-
E04 Other non-toxic goitre,130698,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,3581,391260,0.88833542190199,0.0117578736348717,,,icd_first_occurrence-130698-both_sexes--
H52.3 Injection of sclerosing substance into haemorrhoid,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,397,394444,0.888917185321705,-0.0359887478671232,,,categorical-41210-both_sexes-H523-
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,16774,196814,0.888922946325754,-0.00566220595337435,,,categorical-20004-both_sexes-1355-
Mean ICVF in posterior corona radiata on FA skeleton (right),25370,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.888970529714113,-0.00540926178132317,,,continuous-25370-both_sexes--irnt
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,35492,359349,0.889455268221409,-0.0116173485220495,,,icd_first_occurrence-132070-both_sexes--
Mean MO in splenium of corpus callosum on FA skeleton,25156,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.890298751217208,0.00510461697463229,,,continuous-25156-both_sexes--irnt
C71.2 Phacoemulsification of lens,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,543,394298,0.890350509554769,0.0300166588568254,,,categorical-41200-both_sexes-C712-
Tildiem 60mg m/r tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,762,394021,0.890506312356104,-0.0260100710071817,,,categorical-20003-both_sexes-1140861128-
Mean FA in uncinate fasciculus on FA skeleton (right),25100,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.890833890940501,-0.00543783110686612,,,continuous-25100-both_sexes--irnt
D28.2 Examination of ear under anaesthetic,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,265,394576,0.89118034787286,-0.0427268011017076,,,categorical-41200-both_sexes-D282-
Mean ICVF in posterior limb of internal capsule on FA skeleton (right),25362,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.891811881379934,-0.00534198449209413,,,continuous-25362-both_sexes--irnt
Mean MO in cerebral peduncle on FA skeleton (right),25166,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.892126059417754,0.00533807869830715,,,continuous-25166-both_sexes--irnt
J20 Acute bronchitis,131458,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4294,390547,0.892541468324873,0.0104812965617026,,,icd_first_occurrence-131458-both_sexes--
C22.6 Epilation of eyelash,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,191,394650,0.892936623561855,0.0491266252651278,,,categorical-41200-both_sexes-C226-
C71.2 Phacoemulsification of lens,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,18194,376647,0.89326274995133,-0.00512029900626987,,,categorical-41210-both_sexes-C712-
Weighted-mean FA in tract parahippocampal part of cingulum (left),25494,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.893400871935895,0.0051809268859032,,,continuous-25494-both_sexes--irnt
Dilatation and curettage/d+c,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,22555,191033,0.89356872296216,-0.0103787652915688,,,categorical-20004-both_sexes-1510-
Z69.1 Head of humerus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,170,394671,0.893625914697846,0.0521459833475677,,,categorical-41210-both_sexes-Z691-
Vasectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,9955,171240,0.893818579601731,-0.00695874600263215,,,categorical-20004-both_sexes-1218-
W79.2 Excision of bunion NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,396,213217,0.894200387722883,-0.0344639604639508,,,categorical-41200-both_sexes-W792-
Osteomyelitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,623,394160,0.89440587712438,-0.0270723055503588,,,categorical-20002-both_sexes-1308-
Dovonex 50micrograms/g cream,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,217,394566,0.894822204721086,-0.0462046980175829,,,categorical-20003-both_sexes-1140864184-
Q05 Spina bifida,132442,icd_first_occurrence,,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,,293,394548,0.894983064873098,0.025219637661813,,,icd_first_occurrence-132442-both_sexes--
C54 Malignant neoplasm of corpus uteri,C54,icd10,,Chapter II Neoplasms | C51-C58 Malignant neoplasms of female genital organs | C54 Malignant neoplasm of corpus uteri,,1160,212453,0.895030299311509,-0.0198407427355961,,,icd10-C54-both_sexes--
Multiple sclerosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1438,393345,0.895127029588727,-0.0173565230165245,,,categorical-20002-both_sexes-1261-
Arthroscopy nos,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,8731,386052,0.895131238426739,0.00716740054411591,,,categorical-20004-both_sexes-1493-
X08.4 Amputation of finger NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,195,394646,0.895141062683281,0.0394340758969226,,,categorical-41200-both_sexes-X084-
K14 Diseases of tongue,131580,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2740,392101,0.895336400715633,0.012771961659458,,,icd_first_occurrence-131580-both_sexes--
Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right),25450,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.896215503538596,-0.00494172831004203,,,continuous-25450-both_sexes--irnt
F66 Psychological and behavioural disorders associated with sexual development and orientation,130944,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,314,394527,0.896248716818397,0.0368568911896205,,,icd_first_occurrence-130944-both_sexes--
Y15.2 Renewal of stent in organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,194,394647,0.896406710913526,-0.0570175829397587,,,categorical-41210-both_sexes-Y152-
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1834,393007,0.896452026541408,-0.0153102513927974,,,categorical-41210-both_sexes-C795-
W20.5 Primary open reduction of fracture of ankle and extramedullary fixation NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1295,393546,0.896576704565081,-0.0183856182316389,,,categorical-41200-both_sexes-W205-
Mean MD in middle cerebellar peduncle on FA skeleton,25104,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16497,,0.896913257758419,-0.00497994574320811,,,continuous-25104-both_sexes--irnt
G70 Myasthenia gravis and other myoneural disorders,131092,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,316,394525,0.897186342846717,-0.0369153115829614,,,icd_first_occurrence-131092-both_sexes--
Mean ISOVF in posterior limb of internal capsule on FA skeleton (left),25459,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.897210034758997,-0.0049223842597053,,,continuous-25459-both_sexes--irnt
X72.1 Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3360,391481,0.897420116409618,0.0112114873698606,,,categorical-41210-both_sexes-X721-
D14.1 Tympanoplasty using graft,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,639,394202,0.897422573570849,0.0258739686546389,,,categorical-41200-both_sexes-D141-
Weighted-mean MD in tract medial lemniscus (right),25533,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.897658292281127,0.00487488479056831,,,continuous-25533-both_sexes--irnt
Malaria,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,464,394319,0.897763236612787,0.0300598313958551,,,categorical-20002-both_sexes-1441-
K86 Other diseases of pancreas,131684,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1571,393270,0.898057396194273,-0.0164568765326967,,,icd_first_occurrence-131684-both_sexes--
B30.3 Removal of prosthesis for breast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,158,213455,0.898141218434782,-0.0517025831231263,,,categorical-41210-both_sexes-B303-
Z56.9 Muscle of hand NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,726,394115,0.898359169396,0.0238719073939801,,,categorical-41210-both_sexes-Z569-
Cholelithiasis/gall stones,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6557,388226,0.898382511542132,-0.00795749380895002,,,categorical-20002-both_sexes-1162-
R24.9 All normal delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6718,206895,0.898620548750839,0.00875921458131633,,,categorical-41200-both_sexes-R249-
Weighted-mean L3 in tract inferior longitudinal fasciculus (right),25638,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.898636290650341,-0.00482898598821036,,,continuous-25638-both_sexes--irnt
Basal metabolic rate,23105,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387962,,0.898772539760489,0.000649860475812781,,,continuous-23105-both_sexes--irnt
RareCancer custom,RareCancer_custom,categorical,,Health-related outcomes > Cancer,,13042,303530,0.898832970537287,-0.0103123132545666,,,categorical-RareCancer_custom-both_sexes--custom
Tonsillectomy / tonsil surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,17949,376834,0.898843621073263,0.00484294236932195,,,categorical-20004-both_sexes-1561-
Y46.8 Other specified open approach to contents of cranium,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,186,394655,0.899118060688472,-0.0475051894903774,,,categorical-41210-both_sexes-Y468-
Breast cyst/abscess removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3637,209951,0.8991378049463,0.0107343906108479,,,categorical-20004-both_sexes-1513-
Salbutamol 100micrograms spacehaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2505,392278,0.899151826243857,0.0128459078483173,,,categorical-20003-both_sexes-1140926606-
Weighted-mean MD in tract uncinate fasciculus (right),25541,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.899223621415536,-0.00477928298819795,,,continuous-25541-both_sexes--irnt
J84 Other interstitial pulmonary diseases,131528,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1797,393044,0.899358007192975,0.0151255572508123,,,icd_first_occurrence-131528-both_sexes--
Weighted-mean L2 in tract superior longitudinal fasciculus (left),25617,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16496,,0.899375529892633,-0.0048898887210921,,,continuous-25617-both_sexes--irnt
Y14.4 Insertion of plastic stent into organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,336,394505,0.90055872869454,-0.0347419116956628,,,categorical-41210-both_sexes-Y144-
M61.2 Retropubic prostatectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,241,180987,0.900608139059218,0.0406256286874123,,,categorical-41200-both_sexes-M612-
Dicloflex 25mg e/c tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,464,394319,0.900686757201385,-0.0293590193639268,,,categorical-20003-both_sexes-1140921828-
L05 Pilonidal cyst,131706,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1219,393622,0.901306808364624,0.0179485945289372,,,icd_first_occurrence-131706-both_sexes--
I30 Acute pericarditis,131314,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,495,394346,0.901608711838897,-0.0282659958509101,,,icd_first_occurrence-131314-both_sexes--
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,3260,390873,0.9018436153713,-0.0109032944790616,,,categorical-6152-both_sexes-7-
Naproxen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2563,392220,0.901857930379601,0.0112720224882163,,,categorical-20003-both_sexes-1140871462-
E27 Other disorders of adrenal gland,130734,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,732,394109,0.901901582102238,-0.0233188213494049,,,icd_first_occurrence-130734-both_sexes--
D50 Iron deficiency anaemia,130622,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,16576,378265,0.901902103608023,0.00491173835600601,,,icd_first_occurrence-130622-both_sexes--
Mean OD in cerebral peduncle on FA skeleton (left),25407,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,16496,,0.901990995791657,-0.00478098575944718,,,continuous-25407-both_sexes--irnt
F12.1 Apicectomy of tooth,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1033,393808,0.90226852542746,-0.0200303594773179,,,categorical-41200-both_sexes-F121-
Adalate 10mg capsule,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,292,394491,0.902280517002262,-0.0368997504134295,,,categorical-20003-both_sexes-1140881702-
Levothyroxine sodium,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,16162,378621,0.902875687079298,-0.004749284601146,,,categorical-20003-both_sexes-1141191044-
Venous surgery/procedures,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,249,394534,0.902936428268359,0.039828773562255,,,categorical-20004-both_sexes-1393-
Bilateral oophorectomy (both ovaries removed),2834,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,17297,193315,0.903158672600663,-0.00485645715079046,,,categorical-2834-both_sexes--
Arm fat-free mass (left),23125,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,387788,,0.903183485849586,-0.000602350660251937,,,continuous-23125-both_sexes--irnt
Aprovel 75mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,319,394464,0.903350565816009,0.0344325325649038,,,categorical-20003-both_sexes-1141153006-
Weighted-mean ICVF in tract forceps minor,25661,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,16495,,0.903657649314596,0.00472445487143724,,,continuous-25661-both_sexes--irnt
G60.1 Creation of jejunostomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,246,394595,0.904339072964779,0.0387310770658145,,,categorical-41210-both_sexes-G601-
