nodes,in_gwas_catalog,alc_val,ALC_TRAIT,SMOK_TRAIT,SUD_TRAIT,NEUROPSYCH_TRAIT,HGNC Symbol,Approved name,family,GeneSet,adjP,N_Geneset,Heart_Atrial_Appendage,Heart_Left_Ventricle,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Colon_Transverse,Esophagus_Mucosa,Liver,Minor_Salivary_Gland,Pancreas,Small_Intestine_Terminal_Ileum,Stomach,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Adrenal_Gland,Cells_Cultured_fibroblasts,Muscle_Skeletal,Whole_Blood,Bladder,Kidney_Cortex,genebass_phewas
ADH1B,TRUE,TRUE,"{'alcohol use disorder measurement, longitudinal alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 33861876)', 'carrier status, alcohol drinking: alcohol drinking status x rs671 interaction (2df) (PMID: 38277453)', 'alcohol drinking: alcohol drinking status (ever drinker vs never drinker) (PMID: 38277453)', 'alcohol consumption measurement: daily alcohol intake (PMID: 38277453)', 'alcohol dependence measurement: alcohol dependence (tolerance) (PMID: 31090166)', 'alcohol consumption measurement: daily alcohol intake in rs671 gg genotype (PMID: 38277453)', 'alcohol consumption measurement: alcohol consumption (PMID: 28937693)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 30336701)', 'alcohol consumption measurement: alcohol consumption in current drinkers (PMID: 28937693)', 'alcohol use disorder measurement: alcohol use disorder (mtag) (PMID: 37156939)', 'alcohol use disorder measurement, longitudinal alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 30940813)', 'alcohol drinking: alcohol consumption (PMID: 23743675)', 'alcohol dependence: alcohol dependence (PMID: 23456092)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643258)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (mtag) (PMID: 32451486)', 'alcohol use disorder measurement: alcohol use disorder (total score) (PMID: 30336701)', 'alcohol use disorder measurement: alcohol use disorder (PMID: 35094024)', 'alcohol dependence measurement: alcohol use disorder (dependence and problematic use scores) (PMID: 30336701)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643251)', 'alcohol dependence: alcohol dependence (PMID: 22004471)', 'alcohol use disorder measurement: alcohol use disorder (PMID: 37282553)', 'alcohol consumption measurement: maximum habitual alcohol consumption (PMID: 31151762)', 'alcohol dependence measurement: alcohol dependence symptom count (PMID: 31090166)', 'alcohol dependence measurement: alcohol dependence (PMID: 24166409)', 'alcohol consumption measurement, alcohol drinking: alcohol consumption (drinks per week) (PMID: 28485404)', 'taste liking measurement: f-wine liking (derived food-liking factor) (PMID: 35585065)', 'taste liking measurement: alcohol liking (PMID: 35585065)', 'alcohol drinking: alcohol drinking status in rs671 ga genotype (PMID: 38277453)', 'alcohol dependence: alcohol dependence (PMID: 33290381)', 'alcohol consumption measurement: daily alcohol intake in rs671 ga genotype (PMID: 38277453)', 'alcohol consumption measurement: maximum habitual alcohol consumption (PMID: 36301540)', 'alcohol consumption measurement: alcohol frequency weekly (weighted gwa) (PMID: 37106081)', 'alcohol use disorder measurement, alcohol consumption measurement: problematic alcohol use (mtag) (PMID: 32451486)', 'alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 37282553)', 'alcohol consumption measurement: alcohol consumption (drinks per month) (ukb data field 1578, 4424) (PMID: 32193382)', 'alcohol consumption measurement, alcohol drinking: alcohol consumption (drinkers vs non-drinkers) (PMID: 28485404)', 'alcohol dependence: alcohol dependence (PMID: 31591379)', 'alcohol dependence measurement: alcohol dependence (desire to cut drinking) (PMID: 31090166)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30679032)', 'esophageal carcinoma: esophageal cancer  (alcohol interaction) (PMID: 22960999)', 'alcohol use disorder measurement: alcohol use disorder (PMID: 32451486)', 'alcohol consumption measurement: maximum habitual alcohol consumption (mtag) (PMID: 36301540)', 'alcohol use disorder measurement, alcohol dependence: alcohol use disorder (PMID: 30940813)', 'alcohol dependence: alcohol dependence (PMID: 24166409)', 'alcohol drinking: alcohol consumption (drinkers vs non-drinkers) (PMID: 31959922)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 31959922)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 32451486)', 'alcohol consumption measurement: alcohol consumption (heavy vs. light/non-drinkers) (PMID: 31998841)', 'taste liking measurement: f-coffee/alcohol liking (derived food-liking factor) (PMID: 35585065)', 'alcohol dependence: alcohol dependence (PMID: 28714907)', 'alcohol consumption measurement: alcohol frequency weekly (standard gwa) (PMID: 37106081)', 'bitter alcoholic beverage consumption measurement: bitter alcoholic beverage consumption (PMID: 31046077)', 'unipolar depression, alcohol dependence: major depression and alcohol dependence (PMID: 29071344)', 'alcohol consumption measurement: problematic alcohol use (mtag) (PMID: 36301540)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 37250466)', 'alcohol drinking: alcohol drinking status in rs671 gg genotype (PMID: 38277453)', 'alcohol consumption measurement, carrier status: daily alcohol intake x rs671 interaction (2df) (PMID: 38277453)', 'alcohol consumption measurement: alcohol consumption (PMID: 31358974)', 'alcohol dependence: alcohol dependence (PMID: 31090166)'}",,"{'opioid use disorder: opioid use disorder (mtag) (PMID: 37156939)', 'substance-related disorder: addiction risk factors (PMID: 37250466)'}","{'risk-taking behaviour: risk-taking behavior (multivariate analysis) (PMID: 36324656)', 'risk-taking behaviour: risk-taking tendency (4-domain principal component model) (PMID: 30643258)', 'sex interaction measurement, cerebral amyloid angiopathy: cerebral amyloid angiopathy x sex interaction in alzheimer’s disease (PMID: 34020725)'}",ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",Alcohol Dehydrogenase,"['Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cerebellum', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Whole_Blood']","[6.3e-06, 0.00480754, 0.000927226, 5.23e-05, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 0.008067638, 1.48e-05, 0.000130212]",12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"['non-cancer illness code, self-reported', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'mean mo in anterior limb of internal capsule on fa skeleton (left)', 'mean mo in posterior limb of internal capsule on fa skeleton (left)', 'mean mo in posterior corona radiata on fa skeleton (left)', 'mean l1 in posterior limb of internal capsule on fa skeleton (right)', 'mean l1 in superior corona radiata on fa skeleton (right)', 'mean isovf in fornix on fa skeleton', 'albumin', 'alkaline phosphatase', 'alanine aminotransferase', 'apolipoprotein a', 'hdl cholesterol', 'igf-1', 'total protein', 'alcohol intake in grams per day', 'ratio of circulating triglycerides to circulating hdl', 'date l90 first reported (atrophic disorders of skin)', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'operative procedures - main opcs4', 'c56 malignant neoplasm of ovary', 'date e21 first reported (hyperparathyroidism and other disorders of parathyroid gland)', 'non-cancer illness code, self-reported', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'mean mo in anterior limb of internal capsule on fa skeleton (left)', 'mean mo in posterior limb of internal capsule on fa skeleton (left)', 'mean mo in posterior corona radiata on fa skeleton (left)', 'mean l1 in posterior limb of internal capsule on fa skeleton (right)', 'mean l1 in superior corona radiata on fa skeleton (right)', 'mean isovf in fornix on fa skeleton', 'albumin', 'alkaline phosphatase', 'alanine aminotransferase', 'apolipoprotein a', 'hdl cholesterol', 'igf-1', 'total protein', 'alcohol intake in grams per day', 'ratio of circulating triglycerides to circulating hdl', 'date l90 first reported (atrophic disorders of skin)', 'operative procedures - main opcs4']"
ADH1C,TRUE,TRUE,"{'alcohol consumption measurement: alcohol consumption (PMID: 28937693)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol consumption measurement: alcohol consumption over the past year (PMID: 29058377)', 'alcohol use disorder measurement: alcohol use disorder (mtag) (PMID: 37156939)', 'alcohol consumption measurement: alcohol consumption in current drinkers (PMID: 28937693)', 'alcohol use disorder measurement, longitudinal alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 30940813)', 'alcohol use disorder measurement: alcohol use disorder (total score) (PMID: 30336701)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643258)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (mtag) (PMID: 32451486)', 'alcohol dependence: alcohol dependence (PMID: 23456092)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643251)', 'alcohol dependence: alcohol dependence (PMID: 22004471)', 'alcohol use disorder measurement: alcohol use disorder (PMID: 37282553)', 'alcohol dependence measurement: alcohol dependence (PMID: 24166409)', 'alcohol dependence: alcohol dependence (PMID: 33290381)', 'alcohol consumption measurement: daily alcohol intake in rs671 ga genotype (PMID: 38277453)', 'alcohol consumption measurement: alcohol frequency weekly (weighted gwa) (PMID: 37106081)', 'alcohol use disorder measurement, alcohol consumption measurement: problematic alcohol use (mtag) (PMID: 32451486)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (mtag) (PMID: 30643251)', 'alcohol use disorder measurement, alcohol dependence: alcohol use disorder (PMID: 30940813)', 'alcohol dependence: alcohol dependence (PMID: 24166409)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 37250466)', 'alcohol dependence: alcohol dependence (PMID: 28714907)', 'alcohol consumption measurement: alcohol frequency weekly (standard gwa) (PMID: 37106081)', 'bitter alcoholic beverage consumption measurement: bitter alcoholic beverage consumption (PMID: 31046077)', 'alcohol consumption measurement: alcohol consumption (PMID: 31358974)'}",,{'substance-related disorder: addiction risk factors (PMID: 37250466)'},"{'sex interaction measurement, cerebral amyloid angiopathy: cerebral amyloid angiopathy x sex interaction in alzheimer’s disease (PMID: 34020725)'}",ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",Alcohol Dehydrogenase,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Colon_Transverse', 'Liver', 'Minor_Salivary_Gland', 'Small_Intestine_Terminal_Ileum', 'Stomach', 'Cells_Cultured_fibroblasts', 'Muscle_Skeletal', 'Whole_Blood']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.010612249, 2.02e-14, 0.008161939, 0.000166514, 0.000264488, 0.014497681, 1.51e-05, 0.000130212]",12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"['treatment/medication code', 'total bilirubin', 'non-cancer illness code, self-reported', 'treatment/medication code', 'alcohol drinker status', 'ever had known person concerned about, or recommend reduction of, alcohol consumption', 'frequency of drinking alcohol', 'frequency of consuming six or more units of alcohol', 'alkaline phosphatase', 'urea', 'igf-1', 'urate', 'vitamin d', 'systolic blood pressure, automated reading', 'alcohol intake in grams per day', 'date a54 first reported (gonococcal infection)', 'date f10 first reported (mental and behavioural disorders due to use of alcohol)', 'date m10 first reported (gout)', 'non-cancer illness code, self-reported', 'treatment/medication code', 'ever had known person concerned about, or recommend reduction of, alcohol consumption', 'frequency of drinking alcohol', 'frequency of consuming six or more units of alcohol', 'alkaline phosphatase', 'urea', 'igf-1', 'urate', 'vitamin d', 'systolic blood pressure, automated reading', 'alcohol intake in grams per day', 'systolic blood pressure', 'date f10 first reported (mental and behavioural disorders due to use of alcohol)', 'date m10 first reported (gout)', 'fat free mass index']"
ADH4,TRUE,TRUE,"{'alcohol use disorder measurement, alcohol dependence: alcohol use disorder (PMID: 30940813)', 'alcohol dependence: alcohol dependence (PMID: 24166409)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 32451486)', 'esophageal carcinoma: esophageal cancer  (alcohol interaction) (PMID: 22960999)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol dependence measurement: alcohol dependence (PMID: 24166409)', 'alcohol dependence: alcohol dependence (PMID: 33290381)', 'alcohol dehydrogenase 4 measurement: alcohol dehydrogenase 4 levels (PMID: 34648354)', 'alcohol dependence: alcohol dependence (PMID: 23456092)'}",,,"{'apoe carrier status, dementia: dementia in non-apoe e4 carriers (PMID: 35694926)'}",ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",Alcohol Dehydrogenase,"['Liver', 'Minor_Salivary_Gland']","[2.02e-14, 0.008161939]",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['igf-1', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) female', 'date g51 first reported (facial nerve disorders)', 'igf-1', 'whole body fat free mass adjusted for body mass index (wbffmadjbmi) female', 'non-cancer illness code, self-reported', 'operative procedures - secondary opcs4']"
ADH5,TRUE,TRUE,"{'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643251)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 32451486)', 'protein measurement: alcohol dehydrogenase class-3 levels (PMID: 34648354)', 'alcohol consumption measurement: alcohol consumption (PMID: 28937693)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol consumption measurement: alcohol consumption in current drinkers (PMID: 28937693)', 'protein measurement: alcohol dehydrogenase 6 levels (PMID: 34648354)', 'alcohol dependence: alcohol dependence (PMID: 23456092)'}",{'smoking initiation: smoking initiation (PMID: 24665060)'},,,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",Alcohol Dehydrogenase,"['Pancreas', 'Brain_Cerebellum', 'Brain_Hippocampus', 'Brain_Putamen_basal_ganglia', 'Whole_Blood']","[3.45e-08, 5.23e-05, 0.000201512, 7.29e-09, 0.000130212]",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"['frequency of inability to cease drinking in last year', 'date g52 first reported (disorders of other cranial nerves)', 'operative procedures - secondary opcs4', 'frequency of inability to cease drinking in last year']"
ADH6,TRUE,TRUE,"{'alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 37282553)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643258)', 'alcohol dependence measurement: alcohol use disorder (dependence and problematic use scores) (PMID: 30336701)', 'alcohol use disorder measurement: alcohol use disorder (PMID: 37282553)', 'alcohol use disorder measurement, longitudinal alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 30940813)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 37250466)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol consumption measurement: alcohol use disorder (consumption score) (PMID: 30336701)', 'alcohol use disorder measurement: alcohol use disorder (mtag) (PMID: 37156939)', 'alcohol use disorder measurement: alcohol use disorder (total score) (PMID: 30336701)', 'alcohol dependence: alcohol dependence (PMID: 23456092)'}",,,,ADH6,alcohol dehydrogenase 6 (class V),Alcohol Dehydrogenase,"['Colon_Transverse', 'Liver', 'Small_Intestine_Terminal_Ileum', 'Kidney_Cortex']","[0.010612249, 2.02e-14, 0.000166514, 2.19e-13]",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"['treatment/medication code', 'date f02 first reported (dementia in other diseases classified elsewhere)', 'date l89 first reported (decubitus ulcer)', 'treatment/medication code', 'date f02 first reported (dementia in other diseases classified elsewhere)', 'date l89 first reported (decubitus ulcer)', 'date h25 first reported (senile cataract)']"
ADH7,TRUE,TRUE,"{'protein measurement: alcohol dehydrogenase class 4 mu/sigma chain levels (PMID: 34648354)', 'alcohol dependence: alcohol dependence (PMID: 24166409)', 'alcohol dependence: alcohol dependence (PMID: 23456092)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643251)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 32451486)', 'alcohol use disorder measurement: problematic alcohol use (PMID: 37250466)', 'alcohol dependence: alcohol dependence (PMID: 28714907)', 'alcohol consumption measurement: maximum habitual alcohol consumption (PMID: 31151762)', 'bitter alcoholic beverage consumption measurement: bitter alcoholic beverage consumption (PMID: 31046077)', 'alcohol dependence measurement: alcohol dependence (PMID: 24166409)', 'alcohol consumption measurement: drinks per week (PMID: 36477530)', 'alcohol dependence: alcohol dependence (PMID: 33290381)', 'alcohol consumption measurement: alcohol consumption (drinks per week) (PMID: 30643258)'}",,,,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",Alcohol Dehydrogenase,"['Esophagus_Mucosa', 'Minor_Salivary_Gland', 'Stomach']","[0.01517091, 0.008161939, 0.000264488]",3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"['operative procedures - main opcs4', 'pulse rate', 'operative procedures - main opcs4', 'pulse rate', 'operative procedures - main opcs4', 'operative procedures - main opcs4']"
ADHFE1,TRUE,FALSE,,,,,ADHFE1,alcohol dehydrogenase iron containing 1,Alcohol Dehydrogenase,"['Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Liver', 'Stomach', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Putamen_basal_ganglia', 'Brain_Spinal_cord_cervical_c-1', 'Brain_Substantia_nigra', 'Adrenal_Gland', 'Cells_Cultured_fibroblasts', 'Whole_Blood']","[0.000559154, 0.007854812, 0.01517091, 2.02e-14, 0.000264488, 0.009738567, 5.23e-05, 0.014299599, 0.000201512, 0.004523032, 7.29e-09, 0.008067638, 1.48e-05, 0.007778759, 0.014497681, 0.000130212]",16,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"['operative procedures - secondary opcs4', 'fat free mass index female', 'standing height male', 'operative procedures - secondary opcs4']"
ADIPOQ,TRUE,FALSE,,,,,,,,"['Heart_Left_Ventricle', 'Minor_Salivary_Gland', 'Pancreas', 'Stomach', 'Muscle_Skeletal', 'Kidney_Cortex']","[1.71e-06, 0.008161939, 3.45e-08, 0.000264488, 1.51e-05, 2.19e-13]",6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"['volume of grey matter in lateral occipital cortex, superior division (left)', 'non-cancer illness code, self-reported', 'volume of grey matter in lateral occipital cortex, superior division (left)', 'date n00 first reported (acute nephritic syndrome)', 'operative procedures - secondary opcs4', 'alopecia']"
AKAP7,TRUE,FALSE,,{'smoking initiation: smoking initiation (PMID: 36477530)'},,,,,,"['Heart_Atrial_Appendage', 'Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Esophagus_Mucosa', 'Pancreas', 'Stomach', 'Brain_Cerebellar_Hemisphere', 'Brain_Cerebellum', 'Adrenal_Gland', 'Whole_Blood', 'Kidney_Cortex']","[9.75e-06, 1.71e-06, 0.000559154, 0.007854812, 0.01517091, 3.45e-08, 0.000264488, 0.009738567, 5.23e-05, 0.007778759, 0.000130212, 2.19e-13]",12,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"['operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'treatment/medication code', 'operative procedures - main opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'frequency of failure to fulfil normal expectations due to drinking alcohol in last year', 'frequency of inability to cease drinking in last year']"
AKR1A1,TRUE,TRUE,"{'protein measurement: alcohol dehydrogenase [nadp(+)] levels (PMID: 34648354)', 'alcohol dehydrogenase [nadp(+)] measurement: alcohol dehydrogenase [nadp(+)] levels (PMID: 36168886)'}",,,,AKR1A1,aldo-keto reductase family 1 member A1,,"['Heart_Left_Ventricle', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Caudate_basal_ganglia', 'Brain_Cortex', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Brain_Putamen_basal_ganglia', 'Brain_Substantia_nigra', 'Muscle_Skeletal', 'Whole_Blood']","[1.71e-06, 6.3e-06, 0.00480754, 0.000927226, 0.018007353, 0.014299599, 0.000201512, 0.004523032, 0.008042111, 7.29e-09, 1.48e-05, 1.51e-05, 0.000130212]",13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"['treatment/medication code', 'operative procedures - secondary opcs4']"
ALDH1A1,TRUE,TRUE,{'alcohol drinking: alcohol consumption (drinkers vs non-drinkers) (PMID: 31959922)'},,,"{'unipolar depression, bipolar disorder, mental or behavioural disorder: schizophrenia, bipolar disorder and depression (combined) (PMID: 20713499)', 'cognitive behavioural therapy: response to cognitive-behavioural therapy in anxiety disorder (PMID: 31123309)', 'cognitive function measurement: sensorimotor dexterity (PMID: 31596458)'}",ALDH1A1,aldehyde dehydrogenase 1 family member A1,Aldehyde Dehydrogenase,"['Heart_Left_Ventricle', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Brain_Amygdala', 'Brain_Anterior_cingulate_cortex_BA24', 'Brain_Hypothalamus', 'Brain_Nucleus_accumbens_basal_ganglia', 'Cells_Cultured_fibroblasts', 'Whole_Blood']","[1.71e-06, 0.000559154, 0.007854812, 6.3e-06, 0.00480754, 0.004523032, 0.008042111, 0.014497681, 0.000130212]",9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"['arm predicted mass (right)', 'arm predicted mass (right)', 'treatment/medication code', 'volume of grey matter in paracingulate gyrus (left)']"
ALDH1A2,TRUE,TRUE,"{'alcohol consumption measurement, high density lipoprotein cholesterol measurement: hdl cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) (PMID: 30698716)', 'triglyceride measurement, alcohol drinking: triglyceride levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) (PMID: 30698716)', 'alcohol drinking, high density lipoprotein cholesterol measurement: hdl cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) (PMID: 30698716)', 'triglyceride measurement, alcohol consumption measurement: triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) (PMID: 30698716)', 'low density lipoprotein cholesterol measurement, alcohol drinking: ldl cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df) (PMID: 30698716)'}",,,"{'trait in response to escitalopram, total cholesterol measurement, trait in response to citalopram: total cholesterol levels x ssri levels (escitalopram or citalopram) interaction in schizophrenia or bipolar disorder (PMID: 33824429)', ""alzheimer disease, family history of alzheimer’s disease: alzheimer's disease or family history of alzheimer's disease (PMID: 33589840)"", ""amyloid-beta measurement, alzheimer's disease biomarker measurement: amyloid (pet imaging) (baseline) (PMID: 35086473)"", 'schizophrenia: schizophrenia (PMID: 26198764)', ""alzheimer disease: alzheimer's disease (cognitive decline) (PMID: 23535033)"", 'neuropsychological test: cognitive performance (PMID: 20125193)', 'cesarean section, self-injurious behavior: self-harm x caesarean-section interaction (PMID: 37029353)'}",ALDH1A2,aldehyde dehydrogenase 1 family member A2,Aldehyde Dehydrogenase,"['Heart_Atrial_Appendage', 'Skin_Not_Sun_Exposed_Suprapubic', 'Skin_Sun_Exposed_Lower_leg', 'Liver', 'Minor_Salivary_Gland', 'Small_Intestine_Terminal_Ileum', 'Brain_Frontal_Cortex_BA9', 'Brain_Hippocampus', 'Muscle_Skeletal', 'Kidney_Cortex']","[9.75e-06, 0.000559154, 0.007854812, 2.02e-14, 0.008161939, 0.000166514, 0.014299599, 0.000201512, 1.51e-05, 2.19e-13]",10,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"['treatment/medication code', 'operation code', 'operative procedures - secondary opcs4', 'date a03 first reported (shigellosis)', 'date f34 first reported (persistent mood [affective] disorders)', 'treatment/medication code', 'operation code', 'operative procedures - secondary opcs4', 'operative procedures - secondary opcs4', 'date a03 first reported (shigellosis)']"
